Affischtavla	Billboard
musikalitet	musical
musikant	musician
musiker	musician
musikteater	musical
musikverk	composition
musikvetenskap	musicology
muskel	muscle
musketör	musketeer
musketörer	musketeers
musketörerna	musketeer
muskot	nutmeg
muskotnöt	nutmeg
muskulatur	musculature
muskulär	muscular
muskulös	muscular
muslim	Muslim
muslimer	muslims
muslimsk	muslim
mussla	clam
must	essence
mustasch	moustache
mustaschprydd	mustachioed
mustig	rich
muta	bribe
mutation	mutation
mutbara	bribable
mutbrott	bribery
mutor	bribes
muttra	mutter
mycket	much
mygg	mosquitoes
mygga	mosquito
mygla	wangle
mylla	humus
myller	swarm
myllra	swarm
myndig	authoritative
myndighet	majority
mynna	discharge
mynning	opening
mynt	coin
mynta	coin
myr	bog
myra	ant
myrslok	anteater
myrstackar	anthill
mysa	smile
mysig	cosy
myskoxe	muskoxe
mysli	muesli
mysterium	mystery
mystik	mystic
mystisk	mysterious
myt	myth
myteri	mutiny
mytologi	mythology
mytologiserade	mythologized
mytomspunnen	mythical
mäklare	agent
mäkta	mightily
mäktig	impressive
män	men
mängd	amount
mängder	quantities
människa	person
människofientlig	hostile
människohandel	trafficking
människosmugglare	trafficker
människovänlig	people-friendly
människovänligt	people-friendly
mänsklig	humane
mänsklighet	humanity
märg	marrow
märka	label
märkbar	noticeable
märke	trademark
märklig	strange
märkligt	strange
märkning	tag
märkvärdig	peculiar
märr	mare
mässa	mass
mässing	brass
mässling	measles
mästare	champion
mästarinna	championness
mästerligt	masterful
mästerskap	championship
mästerverk	masterpiece
mäta	compare
mätare	meter
mätbar	measurable
mätning	measurement
mätt	satisfied
mättad	saturated
mätthet	fullness
mättnad	satiety
mättning	saturation
mätvärde	measurement
må	feel
måg	son-in-law
måhända	maybe
mål	tongue
måla	paint
målande	vivid
målanpassad	objective-driven
målarduk	canvas
målare	artist
målinriktad	goal-oriented
målinriktat	performance-oriented
målinriktning	targeting
mållinje	finishing-line
mållös	dumbfounded
målmedveten	goal-oriented
målmedvetenhet	determined
målmedvetet	purposely
målning	painting
målsman	guardian
målsägande	plaintiff
målsättning	objective
måltavla	target
mån	degree
månad	month
månadsvis	Monthly
månatlig	monthly
måndag	Monday
månde	may
måne	moon
månförmörkelse	eclipse
många	many
mången	many
mångfacetterad	multi-faceted
mångfald	multitude
mångfaldig	multi-faceted
mångfasetterad	multi-faceted
mångfärgade	multicoloured
månggifte	polygamy
mångkulturalism	multiculturalism
mångkulturell	multicultural
mångkulturellt	multicultural
mångsidig	multifaceted
mångsidighet	versatile
mångtalig	Numerous
månlandning	moonlanding
månskugga	Moonshadow
mår	feel
mås	gull
måste	must
mått	size
måtta	moderation
måtte	must
måttlig	moderate
måttsydd	tailored
mö	maid
möbelsnickare	carpenter
möblemang	furniture
möblera	furnish
möda	pains
mödosam	strenuous
mögellukt	grouse
möglad	moldy
möglig	mouldy
möjlig	possible
möjligen	possibly
möjlighet	possibility
möjligt	possible
möjligtvis	possibly
mönster	model
mönstergill	ideal
mönstra	scrutinize
mör	tender
mörbultad	aching
mörda	murder
mördande	murderous
mördare	murderer
mörk	gloomy
mörker	darkness
mörkhyad	dark-skinned
mörklägger	succesion
mörkna	darken
mört	roach
möss	mice
mössa	hat
mössband	trestle
möta	meet
mötas	meet
möte	meeting
möteshandlingar	protocols
mötesplats	meeting-place
nacka	behead
nackdel	disadvantage
nackspärr	wryneck
nafsa	nibble
nagel	nail
nagelfara	scrutinize
nagga	nibble
naiv	naive
naivt	naive
naken	naked
nakenbad	skinnydip
nakenhet	nudity
nalkas	approach
nalla	swipe
nalle	teddy
namibiska	namibian
namn	name
namna	name
namnbricka	badge
namne	namesake
namnkunnig	famous
namnlös	nameless
namnteckning	signature
nanogram	nanograms
nanosekund	nanosecond
nanoteknik	nano-technology
napalm	napalm
napp	bite
nappa	bite
narig	chapped
narkotika	drugs
narkotikaenhet	bosum
narkotikahandel	drug-dealing
narkotikalangare	drugdealer
narkotikaproducerande	drug-producing
narkotikarelaterade	drugs-related
narr	fool
nasal	nasal
nasse	pig
nation	nation
national	national
national-	national-
nationalisera	nationalize
nationaliseras	nationalize
nationaliserats	nationalized
nationalisering	nationalization
nationaliseringar	nationalisations
nationaliseringen	nationalisation
nationalism	nationalism
nationalist	nationalist
nationalistisk	nationalistic
nationalitet	nationality
nationell	national
nationellt	nationally
nato-vänlig	pro-nato
natt	night
nattkläder	nightwear
nattlig	nocturnal
nattligen	nightly
nattlinne	nightdress
nattmössa	nightcap
nattskjorta	nightshirt
natur	nature
naturalisation	naturalization
naturaliserad	naturalised
naturalistisk	naturalistic
naturell	natural
naturkunskap	science
naturlig	natural
naturvårdshänsyn	conservation
nav	hub
navel	navel
navelskådande	navel-gazing
navelskådning	introspection
navigation	navigation
navigatör	navigator
navigera	navigate
navigerbar	nagivatable
nazism	Nazism
nazist	Nazi
ned	down
nedan	below
nedanför	below
nedanförliggande	below
nedbantad	slimmed-down
nedbrytbara	biodegradable
nedbrytbarheten	biodegredability
nedbrytbart	bio-degradable
nedbränd	burnt
nedbrända	scorched
nederbörd	precipitation
nederkant	bottom
nederlag	defeat
nederländare	dutchman
nederländerna	netherlands
nederländsk	Dutch
nederländska	Dutch
nedersta	lower
nedfall	fallout
nedflytta	demote
nedfläcka	stain
nedför	down
nedgradering	downgrading
nedgrävning	burial
nedgång	decrease
nedgörande	scathing
nedklassa	downgrade
nedkomst	delivery
nedkopplad	disconnected
nedkylning	nedkylning
nedkämpa	invation
nedläggning	closure
nedlåtande	condescending
nedmontering	destructuring
nedre	lower
nedrig	mean
nedrustning	disarmament
nedräkning	countdown
nedsatt	reduced
nedsjunken	sunken
nedskriva	written
nedskrivning	writedown
nedskräpning	littering
nedskärning	cut-backs
nedslag	stroke
nedslagen	dejected
nedsläpp	drop
nedslående	discouraging
nedsmutsande	pollutant
nedsmält	melted
nedströms	Downstream
nedstämd	depressed
nedstämdhet	gloominess
nedstörtning	descent
nedsättande	disparaging
nedtrappning	de-escalation
nedvärdera	devalue
nedärvd	hereditary
nedåt	downwards
nedåtriktad	downward
nefros	nephrosis
neg	curtsied
negation	negative
negativ	negative
negativitet	negativity
negativt	negative
negligera	neglect
nej	no
nejd	district
nejlika	carnation
neka	deny
nekande	denial
nektar	nectar
nektarin	nectarine
neoklassiska	neo-classical
neokolonialism	neo-colonialism
neon	Neon
ner	down
nere	down
nerfälld	folded-down
nerför	down
nerkylning	cooling
nerräkning	countdown
nerskärning	cut
nertona	downplay
nerv	nerve
nervgifter	neurotoxin
nervkittlande	thrilling
nervositet	nervousness
nervskada	quitters
nervsvag	nerve-wreck
nervös	nervous
netto	net
network	network
neuro-	neuro-
neurobiologisk	neurobiological
neurokirurg	neurosurgeon
neurokirurgi	neurosurgery
neuroleptikum	neuroleptic
neurolog	neurologist
neuroner	neurons
neuros	neurosis
neurotisk	neurotic
neutral	neuter
neutralisera	neutralize
neutralisering	neutralization
neutralitet	neutrality
neutrum	neuter
newfoundländare	newfoundlandener
ni	you
nia	nine
nick	header
nicka	nod
niga	curtsey
nihilistisk	nihilistic
nikotin	nicotine
nio	nine
niondel	ninth
nisch	niche
nit	assiduity
nitisk	zealous
nitning	riveting
nitrit	nitrite
nittio	ninety
nittiotal	nineties
nitton	nineteen
nittonhundratalets	twentieth-century
nittonåring	nineteen-year-old
nivå	level
nix	nix
njure	kidney
njuta	enjoy
njutning	enjoyment
nock	ridge
nod	node
nog	probably
noga	exactly
noggrann	careful
noggrant	carefully
nogräknad	particular
noja	madness
noll	nought
nolla	nobody
nollställa	reset
nollställning	reset
nomad	nomad
nomenklatur	nomenclature
nominell	nominal
nominellt	nominally
nominera	nominate
nominerad	nominated
nomogram	nomogram
nonchalans	nonchalance
nonchalant	nonchalant
nonchalera	ignore
nonsens	nonsense
nonstop	non-stop
nord	north
nordbo	Northerner
nordbor	northerner
nordborna	northerner
nordisk	Nordic
nordlig	north
nordligt	northern
nordvästlig	northwest
nordvästra	northwestern
nordöstlig	north-easterly
nordöstra	north-eastern
norm	norm
normalisera	normalize
normalisering	normalisation
normalspårig	word
normalt	normally
normerande	normative
norpa	pinch
norr	North
norrifrån	north
norrman	Norwegian
norsk	Norwegian
norska	Norwegian
northumberland	Northumberland
nos	nose
nosa	sniff
noshörning	rhinoceros
nostalgi	nostalgia
nostalgiker	nostalgic
nostalgisk	nostalgic
not	note
nota	bill
notam	notam
notera	quote
notering	quotation
notorisk	notorious
nougat	nougat
november	November
novis	novice
nr	no.
nu	now
nubb	tack
nubbe	snaps
nubbvisa	 toastsong
nudda	touch
nudist	nudist
nudlar	noodles
nuförtiden	nowadays
nukleär	nuclear
nuklid	nucleus
numera	now
numerisk	numeric
numerär	numerical
nummer	number
numrera	number
numrering	numbering
nuna	mug
nunna	nun
nupit	pinched
nuvarande	present
ny	new
ny-	new
nya	new
nyanländ	newcomer
nyanserad	subtle
nybakad	fresh
nybyggare	settler
nybörjare	beginner
nyck	whim
nyckel	key
nyckelfärdig	turnkey
nyckelord	keywords
nyckelpiga	ladybird
nyckelring	Key-ring
nydanare	innovator
nyexaminerad	indentation
nyfiken	curious
nyfikenhet	curiousity
nyfödd	new-born
nyfödelse	renaissance
nygift	newlywed
nyhet	news
nyhetsbrev	newsletter
nykolonial	neocolonial
nykolonialism	neo-colonialism
nykomling	newcomer
nykommen	newcomen
nykter	sober
nykterhet	sobriety
nykterist	teetotaller
nyktert	sober
nyktra	sober
nyliberal	neoliberal
nyliberalism	neoliberalism
nyligen	recently
nylle	mug
nylon	nylon
nymf	nymph
nymodig	modern
nynazism	neo-nazism
nynna	hum
nypa	pinch
nypon	rosehip
nyrekrytera	recruit
nysa	sneeze
nyskapare	innovator
nysning	sneeze
nytryckning	reprint
nytta	good
nyttig	useful
nyttighet	Utility
nyttja	use
nytänkande	re-thinking
nyutgåva	rerelease
nyutnämnd	newly-appointed
nyutvecklade	newly-developed
nyvunnen	newfound
nyöppning	reopening
nä	no
näbb	beak
näbbig	cheeky
näck	nude
näktergal	nightingale
nämen	oh!
nämligen	as
nämna	mention
nämnare	denominator
nämndeman	juryman
näpen	nice
när	when
när-	local
nära	close
närapå	almost
närboende	neighbors
närgången	intrusive
näring	industry
näringsmässig	nutritional
näringsrik	nutritious
närliggande	nearby
närmare	almost
närmast	nearly
närmaste	nearest
närmevärde	registrera
närstående	intimate
närsynt	short-sighted
närvarande	present
närvaro	presence
närvarolistan	attendance
näs	isthmus
näsa	nose
näsborre	nostril
näsbränna	lesson
näsduk	handkerchief
nässla	nettle
nästa	neighbour
nästan	almost
näste	nest
nästintill	almost
nästkommande	next
näsvis	impudent
nät	net
nätansluten	mains-operated
näthinna	retina
nätmelon	Cantaloupe
nätt	cute
nätter	nights
nätverk	network
nätverkande	networking
näve	handful
nå	reach
nåbar	reachable
nåd	favour
nådastol	mercyseat
nådde	reached
nådig	gracious
någon	one
någons	somebody&#39;s
någonsin	ever
någonting	something
någorlunda	fairly
något	some
några	some
nål	needle
nålspets	needlepoint
nålstick	pinprick
nån	some
nånsin	ever
nånstans	somewhere
nånting	sth.
nåt	something
nått	reached
nåväl	well!
nöd	need
nödd	forced
nödfall	emergency
nödga	compel
nödig	necessary
nödläge	distress
nödsakad	compelled
nödsituation	Emergency
nödvändig	necessary
nödvändigtvis	necessarily
nöja	Please
nöjd	satisfied
nöje	enjoyment
nöjesliv	entertainments
nöjeslysten	pleasure-seeking
nöjestillställning	entertainment
nöp	pinched
nörd	nerd
nös	sneezed
nöt	cattle
nöta	wear
nötaktig	nutty
nötdjursproducent	cattle-breeder
nötknäppare	nutcracker
nötkött	beef
nötning	abrasion
nötskal	nutshell
nötter	nuts
nötväcka	Nuthatch
oacceptabel	unacceptable
oacceptabelt	unacceptably
oaktsam	careless
oanad	unforeseen
oanmäld	unannounced
oansenlig	insignificant
oanständig	indecent
oansvarig	irresponsible
oansvarighet	irresponsibility
oantastlig	inviolable
oanträffbar	unavailable
oanvänd	unused
oanvändbar	unusable
oaptitlig	unappetising
oartig	rude
oas	oasis
oattraktivt	unattractive
oavbruten	uninterrupted
oavbrutet	uninterruptedly
oavgjord	undecided
oavhängig	independent
oavlönad	unpaid
oavsedd	unintended
oavsiktlig	unintentional
oavsiktligt	unintentionally
oavslutad	uncompleted
oavsättlig	perfoe
oavvislig	problem
obalans	unbalance
obalanserad	unbalanced
obarmhärtig	merciless
obduktion	postmortem
obeaktad	unnoticed
obebodd	uninhabited
obeboelig	uninhabitable
obeboeligt	inhabitable
obebyggd	unpopulated
obefintlig	non-existent
obefläckad	immaculate
obefogad	unjustified
obefolkad	unpopulated
obegriplig	unintelligible
obegriplighet	incomprehensibility
obegränsad	unlimited
obegränsat	unlimited
obehag	discomfort
obehaglig	unpleasant
obehaglighet	unpleasantness
obehagskänsla	discomfort
obehandlad	untreated
obehindrat	unhindered
obehärskad	uncontrolled
obehörig	unauthorized
obehövlig	UNNECCESARY
obehövlighet	needlessness
obehövligt	unneccesary
obekant	unknown
obekräftad	unconfirmed
obekväm	uncomfortable
obelisk	obelisk
obemannad	unmanned
obemärkt	unnoticed
obenägen	unwilling
oberoende	independence
oberäknelig	unpredictable
oberörd	unmoved
obesegrad	undefeated
obeskrivlig	indescribable
obeskrivligt	indescribably
obeslutsamhet	indecisiveness
obeslutsamheten	indecisiveness
obestridd	undisputed
obestridlig	undoubted
obestridliga	pliers
obestridligen	undoubtedly
obestridligt	indisputable
obeställbar	undeliverable
obestämbar	indefinable
obestämbarheten	indeterminability
obestämd	indefinite
obestånd	insolvency
obesvärad	untroubled
obetalad	unpaid
obetalbar	priceless
obetald	unpaid
obetingad	unconditional
obetydlig	insignificant
obetäckt	obsolence
obetänksam	thoughtless
obevakad	unguarded
obevandrad	unversed
obeveklig	inexorable
obeväpnad	unarmed
obildad	uneducated
objekt	object
objektiv	lens
objektivism	objectivism
objektivt	objectively
objuden	uninvited
oblekta	unbleached
oblid	unfavourable
obligation	bond
obligatorisk	compulsory
oblodig	unbloody
oblyg	unashamed
oborstad	rough
obotlig	incurable
obotligt	terminal
obrottslig	unswerving
obrukbar	unusable
obrukbara	inoperable
obruklighet	increased
obruten	unbroken
obränd	pile
obs	NB
obscen	obscene
observant	observant
observation	now
observatorium	observatory
observatör	observer
observera	notice
obskyr	obscure
obsolet	obsolete
obstetriker	obstetrician
obstruera	obstruct
obstruktion	obstruction
obunden	free
obygd	wilderness
obyråkratiskt	nonbureaucratic
obändig	unruly
obönhörlig	inexorable
ocean	ocean
oceanografiska	oceanographic
och	and
ociviliserad	uncivilized
ociviliserade	uncivilized
ock	too
ocker	usury
också	too
ockult	occult
ockultation	petention
ockupant	occupant
ockupera	occupy
ockuperad	occupied
odds	odds
odelad	undivided
odemokratisk	undemocratic
odifferentierad	undifferentied
odiplomatisk	undiplomatic
odisciplinerad	undisciplined
odisciplinerade	undisciplined
odiskutabel	indisputable
odjur	monster
odla	cultivate
odlad	grown
odlare	cultivator
odling	cultivation
odlingsområde	plantage
odogmatiskt	undogmatic
odontologisk	odontological
odramatisk	undramatic
odräglig	unbearable
oduglig	incompetent
oduglighet	ineptitude
odåga	good-for-nothing
odödlig	immortal
odödliggöra	immortalize
odödlighet	immortality
oeftergivlig	imperative
oefterhärmlig	inimitable
oegentlighet	irregularity
oegentligheter	irregularities
oekonomisk	wasteful
oemotsagd	uncontradicted
oemotståndlig	irresistible
oemotsägligt	indisputable
oemottaglig	irreceptible
oengagerad	uninvolved
oenig	divided
oenighet	disagreement
oense	disagree
oerhörd	tremendous
oerhört	terrifically
oersättlig	irreplaceable
oersättlighet	irreplacibility
oetisk	unethical
oexploaterad	unexploited
ofantlig	enormous
ofarlighet	harmless
ofattbar	incomprehensible
ofattbart	unimaginable
ofelbar	infallible
ofelbart	infallibly
offensiv	offensive
offentlig	public
offentlighet	publicity
offentligt	public
offer	victim
offert	quotation
offervillig	self-sacrificing
officer	officer
officerare	officer
officiell	official
officiellt	official
offra	sacrifice
offset	offset
offshore	offshore
offside	offside
ofiltrerad	unfiltered
ofog	mischief
oformlig	shapeless
ofreda	molest
ofrivillig	involuntary
ofrivilligt	involuntary
ofruktbar	steril
ofruktbarhet	refactoring
ofruktsamma	infertile
ofrånkomlig	inevitable
ofrånkomlighet	inevitability
ofta	often
ofullbordad	unfinished
ofullkomlig	incomplete
ofullständig	incomplete
ofullständigt	incompletely
ofulländad	incomplete
ofärdig	unfinished
ofärgat	colourless
ofödd	unborn
ofödda	unborn
oförarglig	inoffensive
oförberedd	unprepared
oförbindlig	pertinent
oförbrukad	unused
oförbätterlig	incorrigible
ofördelaktig	unfavourable
ofördelaktighet	unfavorable
ofördärvad	uncorrupted
oförenlig	incompatible
oförenlighet	incompatability
oförfalskad	unadulterated
oförglömlig	unforgettable
oförhappandes	accidentally
oförklarad	unexplained
oförklarlig	inexplicable
